0.64335,0.765573,0,0,-0.765573,0.64335,0,0,0,0,1,0,0,0,0,1|0.270204,0.321543,-0.907524,0,0.583856,0.694775,0.42,0,0.765573,-0.64335,-3.61999e-06,0,0,0,0,1|0.270204,0.321543,-0.907524,0,0.76557,-0.643352,-5.14039e-06,0,-0.583859,-0.694772,-0.42,0,0,0,0,1|0.270204,0.321543,-0.907524,0,0.76557,-0.643352,-5.14039e-06,0,-0.583859,-0.694772,-0.42,0,-0.145965,-0.173693,-0.105,1|0.270204,0.321543,-0.907524,0,-0.583862,-0.69477,-0.42,0,-0.765568,0.643355,6.66078e-06,0,-0.145965,-0.173693,-0.105,1|0.270204,0.321543,-0.907524,0,-0.583862,-0.69477,-0.42,0,-0.765568,0.643355,6.66078e-06,0,-0.337357,-0.0128544,-0.104998,1||
0.64335,0.765573,0,0,-0.765573,0.64335,0,0,0,0,1,0,0,0,0,1|0.524599,0.624266,-0.578868,0,0.372417,0.443163,0.815421,0,0.765573,-0.64335,-3.61999e-06,0,0,0,0,1|0.524599,0.624266,-0.578868,0,0.765571,-0.643351,-6.57181e-06,0,-0.372419,-0.443161,-0.815421,0,0,0,0,1|0.524599,0.624266,-0.578868,0,0.765571,-0.643351,-6.57181e-06,0,-0.372419,-0.443161,-0.815421,0,-0.0931048,-0.11079,-0.203855,1|0.524599,0.624265,-0.578868,0,-0.372422,-0.443159,-0.815421,0,-0.76557,0.643353,9.52363e-06,0,-0.0931048,-0.11079,-0.203855,1|0.524599,0.624265,-0.578868,0,-0.372422,-0.443159,-0.815421,0,-0.76557,0.643353,9.52363e-06,0,-0.284497,0.050048,-0.203853,1||
0.64335,0.765573,0,0,-0.765573,0.64335,0,0,0,0,1,0,0,0,0,1|0.640305,0.76195,-0.097174,0,0.0625196,0.0743914,0.995267,0,0.765573,-0.64335,-3.61999e-06,0,0,0,0,1|0.640304,0.76195,-0.0971739,0,0.765572,-0.64335,-7.22285e-06,0,-0.0625223,-0.0743891,-0.995267,0,0,0,0,1|0.640304,0.76195,-0.0971739,0,0.765572,-0.64335,-7.22285e-06,0,-0.0625223,-0.0743891,-0.995267,0,-0.0156306,-0.0185973,-0.248817,1|0.640304,0.761949,-0.0971739,0,-0.0625251,-0.0743867,-0.995267,0,-0.765572,0.64335,1.08257e-05,0,-0.0156306,-0.0185973,-0.248817,1|0.640304,0.761949,-0.0971739,0,-0.0625251,-0.0743867,-0.995267,0,-0.765572,0.64335,1.08257e-05,0,-0.207024,0.14224,-0.248814,1||
0.64335,0.765573,0,0,-0.765573,0.64335,0,0,0,0,1,0,0,0,0,1|0.569849,0.678106,0.46416,0,-0.298615,-0.35535,0.885751,0,0.765573,-0.64335,-3.61999e-06,0,0,0,0,1|0.569849,0.678106,0.46416,0,0.765574,-0.643348,-6.8264e-06,0,0.298612,0.355352,-0.885751,0,0,0,0,1|0.569849,0.678106,0.46416,0,0.765574,-0.643348,-6.8264e-06,0,0.298612,0.355352,-0.885751,0,0.0746529,0.0888381,-0.221438,1|0.569849,0.678106,0.46416,0,0.298609,0.355355,-0.885751,0,-0.765575,0.643347,1.00328e-05,0,0.0746529,0.0888381,-0.221438,1|0.569849,0.678106,0.46416,0,0.298609,0.355355,-0.885751,0,-0.765575,0.643347,1.00328e-05,0,-0.116741,0.249675,-0.221435,1||
0.64335,0.765573,0,0,-0.765573,0.64335,0,0,0,0,1,0,0,0,0,1|0.176616,0.210164,0.961581,0,-0.618632,-0.736161,0.274521,0,0.765573,-0.64335,-3.61999e-06,0,0,0,0,1|0.176616,0.210164,0.961581,0,0.765575,-0.643347,-4.61376e-06,0,0.618629,0.736163,-0.274521,0,0,0,0,1|0.176616,0.210164,0.961581,0,0.765575,-0.643347,-4.61376e-06,0,0.618629,0.736163,-0.274521,0,0.154657,0.184041,-0.0686304,1|0.176616,0.210164,0.961581,0,0.618626,0.736165,-0.274521,0,-0.765577,0.643344,5.60752e-06,0,0.154657,0.184041,-0.0686304,1|0.176616,0.210164,0.961581,0,0.618626,0.736165,-0.274521,0,-0.765577,0.643344,5.60752e-06,0,-0.036737,0.344877,-0.068629,1||
0.64335,0.765573,0,0,-0.765573,0.64335,0,0,0,0,1,0,0,0,0,1|0.176616,0.210164,0.961581,0,-0.618632,-0.736161,0.274521,0,0.765573,-0.64335,-3.61999e-06,0,0,0,0,1|0.444751,-0.0400811,0.894757,0,0.647684,-0.675616,-0.352205,0,0.618629,0.736163,-0.274521,0,0,0,0,1|0.444751,-0.0400811,0.894757,0,0.647684,-0.675616,-0.352205,0,0.618629,0.736163,-0.274521,0,0.154657,0.184041,-0.0686304,1|0.444751,-0.0400811,0.894757,0,0.618627,0.736165,-0.27452,0,-0.647686,0.675614,0.352206,0,0.154657,0.184041,-0.0686304,1|0.444751,-0.0400811,0.894757,0,0.618627,0.736165,-0.27452,0,-0.647686,0.675614,0.352206,0,-0.00726421,0.352944,0.0194211,1||
0.64335,0.765573,0,0,-0.765573,0.64335,0,0,0,0,1,0,0,0,0,1|0.176616,0.210164,0.961581,0,-0.618632,-0.736161,0.274521,0,0.765573,-0.64335,-3.61999e-06,0,0,0,0,1|0.684135,-0.332911,0.648945,0,0.386338,-0.589266,-0.709583,0,0.618629,0.736163,-0.274521,0,0,0,0,1|0.684135,-0.332911,0.648945,0,0.386338,-0.589266,-0.709583,0,0.618629,0.736163,-0.274521,0,0.154657,0.184041,-0.0686304,1|0.684135,-0.332911,0.648945,0,0.618628,0.736165,-0.274519,0,-0.38634,0.589263,0.709584,0,0.154657,0.184041,-0.0686304,1|0.684135,-0.332911,0.648945,0,0.618628,0.736165,-0.274519,0,-0.38634,0.589263,0.709584,0,0.0580723,0.331357,0.108766,1||
0.64335,0.765573,0,0,-0.765573,0.64335,0,0,0,0,1,0,0,0,0,1|0.176616,0.210164,0.961581,0,-0.618632,-0.736161,0.274521,0,0.765573,-0.64335,-3.61999e-06,0,0,0,0,1|0.783229,-0.55023,0.289483,0,0.0620568,-0.394096,-0.916972,0,0.618629,0.736163,-0.274521,0,0,0,0,1|0.783229,-0.55023,0.289483,0,0.0620568,-0.394096,-0.916972,0,0.618629,0.736163,-0.274521,0,0.154657,0.184041,-0.0686304,1|0.783228,-0.55023,0.289483,0,0.618629,0.736164,-0.274518,0,-0.0620591,0.394093,0.916973,0,0.154657,0.184041,-0.0686304,1|0.783228,-0.55023,0.289483,0,0.618629,0.736164,-0.274518,0,-0.0620591,0.394093,0.916973,0,0.139143,0.282564,0.160613,1||
0.64335,0.765573,0,0,-0.765573,0.64335,0,0,0,0,1,0,0,0,0,1|0.176616,0.210164,0.961581,0,-0.618632,-0.736161,0.274521,0,0.765573,-0.64335,-3.61999e-06,0,0,0,0,1|0.749201,-0.657958,-0.0760844,0,-0.236634,-0.158604,-0.958566,0,0.618629,0.736163,-0.274521,0,0,0,0,1|0.749201,-0.657958,-0.0760844,0,-0.236634,-0.158604,-0.958566,0,0.618629,0.736163,-0.274521,0,0.154657,0.184041,-0.0686304,1|0.749201,-0.657958,-0.0760844,0,0.61863,0.736164,-0.274518,0,0.236632,0.158601,0.958567,0,0.154657,0.184041,-0.0686304,1|0.749201,-0.657958,-0.0760844,0,0.61863,0.736164,-0.274518,0,0.236632,0.158601,0.958567,0,0.213815,0.223691,0.171011,1||
0.64335,0.765573,0,0,-0.765573,0.64335,0,0,0,0,1,0,0,0,0,1|0.176616,0.210164,0.961581,0,-0.618632,-0.736161,0.274521,0,0.765573,-0.64335,-3.61999e-06,0,0,0,0,1|0.620234,-0.672061,-0.404528,0,-0.482294,0.0799856,-0.87235,0,0.618629,0.736163,-0.274521,0,0,0,0,1|0.620234,-0.672061,-0.404528,0,-0.482294,0.0799856,-0.87235,0,0.618629,0.736163,-0.274521,0,0.154657,0.184041,-0.0686304,1|0.620234,-0.672061,-0.404528,0,0.618631,0.736163,-0.274518,0,0.482292,-0.0799882,0.872351,0,0.154657,0.184041,-0.0686304,1|0.620234,-0.672061,-0.404528,0,0.618631,0.736163,-0.274518,0,0.482292,-0.0799882,0.872351,0,0.27523,0.164044,0.149457,1||
0.64335,0.765573,0,0,-0.765573,0.64335,0,0,0,0,1,0,0,0,0,1|0.176616,0.210164,0.961581,0,-0.618632,-0.736161,0.274521,0,0.765573,-0.64335,-3.61999e-06,0,0,0,0,1|0.309467,-0.549469,-0.776089,0,-0.722169,0.395156,-0.567736,0,0.618629,0.736163,-0.274521,0,0,0,0,1|0.309467,-0.549469,-0.776089,0,-0.722169,0.395156,-0.567736,0,0.618629,0.736163,-0.274521,0,0.154657,0.184041,-0.0686304,1|0.309467,-0.549469,-0.776089,0,0.618632,0.736162,-0.274519,0,0.722167,-0.395159,0.567737,0,0.154657,0.184041,-0.0686304,1|0.309467,-0.549469,-0.776089,0,0.618632,0.736162,-0.274519,0,0.722167,-0.395159,0.567737,0,0.335199,0.0852511,0.0733038,1||
0.64335,0.765573,0,0,-0.765573,0.64335,0,0,0,0,1,0,0,0,0,1|0.176616,0.210164,0.961581,0,-0.618632,-0.736161,0.274521,0,0.765573,-0.64335,-3.61999e-06,0,0,0,0,1|-0.213473,-0.17877,-0.960453,0,-0.756126,0.652767,0.0465586,0,0.618629,0.736163,-0.274521,0,0,0,0,1|-0.213473,-0.17877,-0.960453,0,-0.756126,0.652767,0.0465586,0,0.618629,0.736163,-0.274521,0,0.154657,0.184041,-0.0686304,1|-0.213473,-0.17877,-0.960453,0,0.618632,0.736161,-0.274522,0,0.756124,-0.65277,-0.0465576,0,0.154657,0.184041,-0.0686304,1|-0.213473,-0.17877,-0.960453,0,0.618632,0.736161,-0.274522,0,0.756124,-0.65277,-0.0465576,0,0.343688,0.0208482,-0.0802698,1||
0.64335,0.765573,0,0,-0.765573,0.64335,0,0,0,0,1,0,0,0,0,1|0.176616,0.210164,0.961581,0,-0.618632,-0.736161,0.274521,0,0.765573,-0.64335,-3.61999e-06,0,0,0,0,1|-0.64595,0.277644,-0.711099,0,-0.447266,0.617234,0.647283,0,0.618629,0.736163,-0.274521,0,0,0,0,1|-0.64595,0.277644,-0.711099,0,-0.447266,0.617234,0.647283,0,0.618629,0.736163,-0.274521,0,0.154657,0.184041,-0.0686304,1|-0.64595,0.277644,-0.711099,0,0.618631,0.736161,-0.274524,0,0.447263,-0.617237,-0.647282,0,0.154657,0.184041,-0.0686304,1|-0.64595,0.277644,-0.711099,0,0.618631,0.736161,-0.274524,0,0.447263,-0.617237,-0.647282,0,0.266473,0.0297316,-0.230451,1||
0.64335,0.765573,0,0,-0.765573,0.64335,0,0,0,0,1,0,0,0,0,1|0.176616,0.210164,0.961581,0,-0.618632,-0.736161,0.274521,0,0.765573,-0.64335,-3.61999e-06,0,0,0,0,1|-0.763977,0.482061,-0.428902,0,-0.183406,0.47506,0.860628,0,0.618629,0.736163,-0.274521,0,0,0,0,1|-0.763977,0.482061,-0.428902,0,-0.183406,0.47506,0.860628,0,0.618629,0.736163,-0.274521,0,0.154657,0.184041,-0.0686304,1|-0.763977,0.482061,-0.428902,0,0.61863,0.736161,-0.274525,0,0.183404,-0.475062,-0.860627,0,0.154657,0.184041,-0.0686304,1|-0.763977,0.482061,-0.428902,0,0.61863,0.736161,-0.274525,0,0.183404,-0.475062,-0.860627,0,0.200508,0.0652752,-0.283787,1||
0.64335,0.765573,0,0,-0.765573,0.64335,0,0,0,0,1,0,0,0,0,1|0.176616,0.210164,0.961581,0,-0.618632,-0.736161,0.274521,0,0.765573,-0.64335,-3.61999e-06,0,0,0,0,1|-0.674126,0.676801,0.295795,0,0.403549,0.00207488,0.914955,0,0.618629,0.736163,-0.274521,0,0,0,0,1|-0.674126,0.676801,0.295795,0,0.403549,0.00207488,0.914955,0,0.618629,0.736163,-0.274521,0,0.154657,0.184041,-0.0686304,1|-0.674126,0.676801,0.295795,0,0.618628,0.736163,-0.274525,0,-0.403552,-0.00207755,-0.914954,0,0.154657,0.184041,-0.0686304,1|-0.674126,0.676801,0.295795,0,0.618628,0.736163,-0.274525,0,-0.403552,-0.00207755,-0.914954,0,0.0537694,0.183521,-0.297369,1||
